Zip Code ,Population,Case Count - Cumulative,Case Count - Last 30 Days ,Case Count - Last 14 Days ,Case Count Per 100K - Cumulative,Case Count Per 100K - Last 30 Days,Case Count Per 100K - Last 14 Days
44087,20595.0,4805.0,476,84,23330.91,2311.24,407.87
44089,15527.0,3358.0,470,90,21626.84,3026.99,579.64
44090,11996.0,2253.0,309,52,18781.26,2575.86,433.48
44092,16677.0,3758.0,296,49,22534.03,1774.9,293.82
44093,1210.0,194.0,19,5,16033.06,1570.25,413.22
44094,35755.0,7942.0,652,103,22212.28,1823.52,288.07
44095,33340.0,6851.0,623,91,20548.89,1868.63,272.95
44099,2334.0,239.0,26,7,10239.93,1113.97,299.91
44101,610.0,43.0,,,7049.18,,
44102,45514.0,9099.0,716,95,19991.65,1573.14,208.73
44103,16519.0,3213.0,197,37,19450.33,1192.57,223.98
44104,19640.0,3764.0,149,17,19164.97,758.66,86.56
44105,37211.0,6922.0,343,42,18602.03,921.77,112.87
44106,25752.0,4986.0,973,227,19361.6,3778.35,881.48
44107,50666.0,10128.0,952,158,19989.74,1878.97,311.85
44108,21939.0,4213.0,233,25,19203.25,1062.04,113.95
44109,40246.0,8741.0,665,88,21718.93,1652.34,218.66
44110,19116.0,3665.0,187,19,19172.42,978.24,99.39
44111,42821.0,8695.0,684,78,20305.46,1597.35,182.15
44112,21909.0,3799.0,235,30,17339.91,1072.62,136.93
44113,20358.0,4414.0,292,40,21681.89,1434.33,196.48
44114,6567.0,1569.0,170,23,23892.19,2588.7,350.24
44115,8284.0,2205.0,201,30,26617.58,2426.36,362.14
44116,20338.0,4096.0,455,89,20139.64,2237.19,437.6
44117,9611.0,2479.0,164,18,25793.36,1706.38,187.29
44118,38833.0,7708.0,644,100,19849.1,1658.38,257.51
44119,13108.0,2897.0,152,19,22101.01,1159.6,144.95
44120,34276.0,6464.0,442,51,18858.68,1289.53,148.79
44121,33211.0,7078.0,467,54,21312.22,1406.16,162.6
44122,33342.0,6908.0,732,108,20718.61,2195.43,323.92
44123,16515.0,4044.0,253,31,24486.83,1531.94,187.71
44124,37737.0,8105.0,781,113,21477.59,2069.59,299.44
44125,27939.0,6634.0,436,69,23744.59,1560.54,246.97
44126,16372.0,3148.0,298,40,19227.95,1820.18,244.32
44127,4375.0,800.0,42,9,18285.71,960.0,205.71
44128,28790.0,6611.0,353,50,22962.83,1226.12,173.67
44129,28276.0,6265.0,585,72,22156.6,2068.89,254.63
44130,49787.0,10365.0,"1,137",154,20818.69,2283.73,309.32
44131,20532.0,4323.0,411,56,21054.94,2001.75,272.74
44132,14805.0,3435.0,191,25,23201.62,1290.1,168.86
44133,30225.0,6571.0,659,117,21740.28,2180.31,387.1
44134,37533.0,8425.0,799,107,22446.91,2128.79,285.08
44135,27640.0,5967.0,567,84,21588.28,2051.37,303.91
44136,25776.0,5643.0,629,94,21892.46,2440.25,364.68
44137,22657.0,5706.0,318,43,25184.27,1403.54,189.79
44138,22378.0,4220.0,472,80,18857.81,2109.21,357.49
44139,24212.0,4391.0,612,106,18135.64,2527.67,437.8
44140,15391.0,2776.0,260,43,18036.51,1689.3,279.38
44141,13830.0,2731.0,266,42,19746.93,1923.36,303.69
44142,18674.0,4069.0,407,44,21789.65,2179.5,235.62
44143,24241.0,5428.0,393,74,22391.82,1621.22,305.27
44144,21697.0,4780.0,400,58,22030.7,1843.57,267.32
44145,32378.0,6831.0,685,119,21097.66,2115.63,367.53
44146,29223.0,6495.0,432,50,22225.64,1478.29,171.1
44147,19361.0,4194.0,417,67,21662.1,2153.81,346.06
44149,18976.0,4186.0,438,89,22059.44,2308.18,469.01
44201,6944.0,1219.0,126,24,17554.72,1814.52,345.62
44202,20408.0,4285.0,458,80,20996.67,2244.22,392.0
44203,40442.0,8317.0,933,151,20565.25,2307.01,373.37
44212,44380.0,10673.0,"1,234",198,24049.12,2780.53,446.15
44214,2267.0,475.0,63,7,20952.8,2779.0,308.78
44215,2323.0,453.0,71,10,19500.65,3056.39,430.48
44216,9540.0,1768.0,217,41,18532.49,2274.63,429.77
44217,3997.0,874.0,117,13,21866.4,2927.2,325.24
44221,29154.0,6047.0,849,136,20741.58,2912.12,466.49
44223,17722.0,3819.0,454,74,21549.49,2561.79,417.56
44224,39564.0,7765.0,916,163,19626.43,2315.24,411.99
44230,8549.0,1532.0,198,41,17920.22,2316.06,479.59
44231,8777.0,1426.0,158,23,16247.01,1800.16,262.05
44233,7927.0,1612.0,209,51,20335.56,2636.56,643.37
44234,4177.0,603.0,70,13,14436.2,1675.84,311.23
44235,1916.0,235.0,29,,12265.14,1513.57,
44236,25518.0,4900.0,635,118,19202.13,2488.44,462.42
44240,39536.0,7818.0,933,190,19774.38,2359.87,480.57
44241,16638.0,3819.0,414,54,22953.48,2488.28,324.56
44243,4721.0,356.0,41,14,7540.78,868.46,296.55
44250,1110.0,234.0,35,,21081.08,3153.15,
44251,922.0,190.0,32,7,20607.38,3470.72,759.22
44253,3212.0,636.0,71,15,19800.75,2210.46,467.0
44254,4960.0,933.0,129,19,18810.48,2600.81,383.06
44255,8223.0,1390.0,147,40,16903.81,1787.67,486.44
44256,62916.0,13607.0,"1,689",283,21627.25,2684.53,449.81
44260,13166.0,2625.0,332,61,19937.72,2521.65,463.31
44262,5049.0,929.0,118,19,18399.68,2337.1,376.31
44264,3073.0,671.0,76,13,21835.34,2473.15,423.04
44266,33894.0,6563.0,724,142,19363.31,2136.07,418.95
44270,8800.0,1830.0,275,63,20795.45,3125.0,715.91
44272,5176.0,1176.0,120,30,22720.25,2318.39,579.6
44273,7172.0,1278.0,178,25,17819.3,2481.87,348.58
44274,246.0,28.0,,,11382.11,,
44275,3280.0,645.0,69,7,19664.63,2103.66,213.41
44276,1795.0,390.0,48,5,21727.02,2674.09,278.55
44278,17951.0,3971.0,460,80,22121.33,2562.53,445.66
44280,4641.0,1096.0,98,10,23615.6,2111.61,215.47
44281,32161.0,7409.0,"1,041",189,23037.22,3236.84,587.67
44285,25.0,,,,,,
44286,6193.0,1204.0,139,20,19441.3,2244.47,322.95
44287,7688.0,1436.0,211,53,18678.46,2744.54,689.39
44288,3521.0,729.0,62,15,20704.35,1760.86,426.02
44301,15060.0,2758.0,315,39,18313.41,2091.63,258.96
44302,5127.0,854.0,121,23,16656.91,2360.05,448.61
44303,7766.0,1506.0,164,19,19392.22,2111.77,244.66
44304,5028.0,803.0,72,6,15970.56,1431.98,119.33
44305,22425.0,4276.0,548,72,19068.0,2443.7,321.07
44306,21165.0,3941.0,520,69,18620.36,2456.89,326.01
44307,6751.0,1446.0,185,31,21419.05,2740.33,459.19
44308,943.0,219.0,22,5,23223.75,2332.98,530.22
44310,26659.0,4967.0,587,90,18631.61,2201.88,337.6
44311,8447.0,1320.0,158,37,15626.85,1870.49,438.03
44312,31064.0,6385.0,822,144,20554.34,2646.15,463.56
44313,24580.0,5298.0,691,107,21554.11,2811.23,435.31
44314,19113.0,3570.0,508,67,18678.39,2657.88,350.55
44319,22647.0,4811.0,601,107,21243.43,2653.77,472.47
44320,19419.0,3866.0,470,78,19908.34,2420.31,401.67
44321,15346.0,3315.0,404,79,21601.72,2632.61,514.79
44333,18778.0,3837.0,456,71,20433.49,2428.37,378.1
44401,2903.0,486.0,67,12,16741.3,2307.96,413.37
44402,3228.0,487.0,55,9,15086.74,1703.84,278.81
44403,3904.0,710.0,100,19,18186.48,2561.48,486.68
44404,1446.0,221.0,34,5,15283.54,2351.31,345.78
44405,7969.0,2017.0,347,56,25310.58,4354.37,702.72
44406,21749.0,5094.0,686,145,23421.77,3154.17,666.7
44408,10043.0,2302.0,353,85,22921.44,3514.89,846.36
44410,16702.0,3477.0,481,93,20817.87,2879.89,556.82
44411,2328.0,388.0,41,8,16666.67,1761.17,343.64
44412,2630.0,542.0,60,13,20608.37,2281.37,494.3
44413,7371.0,1574.0,290,71,21353.95,3934.34,963.23
44417,1736.0,291.0,39,6,16762.67,2246.54,345.62
44418,1531.0,248.0,47,7,16198.56,3069.89,457.22
44420,14796.0,3039.0,468,90,20539.33,3163.02,608.27
44423,2423.0,482.0,56,8,19892.7,2311.18,330.17
44425,14354.0,2800.0,409,79,19506.76,2849.38,550.37
44427,1406.0,297.0,40,9,21123.76,2844.95,640.11
44428,3045.0,508.0,67,10,16683.09,2200.33,328.41
44429,2544.0,449.0,78,12,17649.37,3066.04,471.7
44430,4777.0,883.0,114,17,18484.4,2386.44,355.87
44431,4514.0,1061.0,187,45,23504.65,4142.67,996.9
44432,13279.0,3273.0,348,73,24647.94,2620.68,549.74
44436,3695.0,759.0,108,16,20541.27,2922.87,433.02
44437,4406.0,815.0,129,36,18497.5,2927.83,817.07
44438,4300.0,992.0,168,34,23069.77,3906.98,790.7
44439,147.0,14.0,5,,9523.81,3401.36,
44440,4960.0,996.0,157,32,20080.65,3165.32,645.16
44441,1757.0,338.0,48,8,19237.34,2731.93,455.32
44442,3938.0,908.0,142,38,23057.39,3605.89,964.96
44443,1672.0,329.0,50,7,19677.03,2990.43,418.66
44444,9563.0,1874.0,290,57,19596.36,3032.52,596.05
44445,3604.0,672.0,94,21,18645.95,2608.21,582.69
44446,20150.0,4337.0,672,129,21523.57,3334.99,640.2
44449,1264.0,246.0,16,,19462.03,1265.82,
44450,2041.0,308.0,61,12,15090.64,2988.73,587.95
44451,2817.0,650.0,109,26,23074.19,3869.36,922.97
44452,3444.0,871.0,114,22,25290.36,3310.1,638.79
44454,982.0,206.0,18,,20977.6,1832.99,
44455,1665.0,326.0,48,13,19579.58,2882.88,780.78
44460,25258.0,5851.0,903,215,23164.94,3575.1,851.22
44470,3953.0,678.0,95,18,17151.53,2403.24,455.35
44471,10742.0,2424.0,402,81,22565.63,3742.32,754.05
44473,3609.0,747.0,105,21,20698.25,2909.39,581.88
44481,9617.0,2026.0,309,68,21066.86,3213.06,707.08
44483,24836.0,5374.0,802,151,21637.94,3229.18,607.99
44484,21804.0,4724.0,698,120,21665.75,3201.25,550.36
44485,16101.0,3123.0,522,94,19396.31,3242.03,583.81
44490,970.0,161.0,30,,16597.94,3092.78,
44491,3517.0,447.0,41,,12709.7,1165.77,
44493,29.0,,,,,,
44502,9336.0,2104.0,327,65,22536.42,3502.57,696.23
44503,1130.0,259.0,55,8,22920.35,4867.26,707.96
44504,4799.0,965.0,138,25,20108.36,2875.6,520.94
44505,17985.0,3813.0,542,88,21201.0,3013.62,489.3
44506,2877.0,548.0,114,16,19047.62,3962.46,556.13
44507,5409.0,945.0,140,17,17470.88,2588.28,314.29
44509,11911.0,2531.0,395,70,21249.27,3316.26,587.69
44510,2601.0,502.0,68,13,19300.27,2614.38,499.81
44511,19966.0,4185.0,637,97,20960.63,3190.42,485.83
44512,32763.0,7975.0,"1,308",252,24341.48,3992.31,769.16
44514,21659.0,5059.0,711,149,23357.5,3282.7,687.94
44515,26662.0,6324.0,"1,003",214,23719.15,3761.91,802.64
44601,34740.0,7459.0,"1,182",222,21470.93,3402.42,639.03
44606,8718.0,791.0,90,24,9073.18,1032.35,275.29
44607,178.0,12.0,,,6741.57,,
44608,2439.0,396.0,65,13,16236.16,2665.03,533.01
44609,3935.0,851.0,96,23,21626.43,2439.64,584.5
44610,160.0,69.0,7,,43125.0,4375.0,
44611,2121.0,293.0,48,13,13814.24,2263.08,612.92
44612,5518.0,1099.0,149,39,19916.64,2700.25,706.78
44613,2012.0,425.0,56,16,21123.26,2783.3,795.23
44614,12628.0,2731.0,368,61,21626.54,2914.16,483.05
44615,10312.0,2111.0,305,88,20471.3,2957.72,853.37
44618,6787.0,1150.0,134,21,16944.16,1974.36,309.42
44620,2057.0,272.0,30,5,13223.14,1458.43,243.07
44621,4476.0,1078.0,144,42,24084.0,3217.16,938.34
44622,17895.0,4576.0,687,148,25571.39,3839.06,827.05
44624,5308.0,459.0,45,11,8647.32,847.78,207.23
44625,1918.0,259.0,26,6,13503.65,1355.58,312.83
44626,3015.0,568.0,91,21,18839.14,3018.24,696.52
44627,6829.0,380.0,52,16,5564.5,761.46,234.29
44628,932.0,179.0,21,6,19206.01,2253.22,643.78
44629,2661.0,547.0,71,16,20556.18,2668.17,601.28
44632,9831.0,2031.0,254,44,20659.14,2583.66,447.56
44633,2634.0,307.0,39,10,11655.28,1480.64,379.65
44634,2246.0,395.0,51,10,17586.82,2270.7,445.24
44637,3281.0,455.0,79,23,13867.72,2407.8,701.01
44638,1453.0,242.0,41,13,16655.2,2821.75,894.7
44640,235.0,21.0,,,8936.17,,
44641,20239.0,4454.0,626,105,22007.02,3093.04,518.8
44643,3585.0,687.0,98,17,19163.18,2733.61,474.2
44644,4949.0,818.0,113,30,16528.59,2283.29,606.18
44645,2299.0,527.0,84,23,22923.01,3653.76,1000.43
44646,46749.0,10467.0,"1,603",285,22389.78,3428.95,609.64
44647,19172.0,3730.0,582,104,19455.46,3035.68,542.46
44651,656.0,129.0,22,5,19664.63,3353.66,762.2
44652,32.0,,,,,,
44653,673.0,105.0,9,5,15601.78,1337.3,742.94
44654,21043.0,2473.0,253,67,11752.13,1202.3,318.4
44656,2836.0,535.0,68,16,18864.6,2397.74,564.17
44657,9583.0,1899.0,270,53,19816.34,2817.49,553.06
44659,136.0,35.0,,,25735.29,,
44661,153.0,53.0,8,,34640.52,5228.76,
44662,10020.0,1875.0,284,71,18712.57,2834.33,708.58
44663,24914.0,5704.0,873,218,22894.76,3504.05,875.01
44666,2667.0,539.0,74,22,20209.97,2774.65,824.9
44667,13410.0,2881.0,445,106,21483.97,3318.42,790.45
44669,1347.0,264.0,39,9,19599.11,2895.32,668.15
44670,172.0,25.0,5,,14534.88,2906.98,
44671,290.0,82.0,28,6,28275.86,9655.17,2068.97
44672,4748.0,1086.0,154,35,22872.79,3243.47,737.15
44675,1825.0,368.0,47,15,20164.38,2575.34,821.92
44676,4402.0,878.0,131,41,19945.48,2975.92,931.39
44677,2463.0,582.0,78,15,23629.72,3166.87,609.01
44678,344.0,47.0,9,,13662.79,2616.28,
44680,4455.0,850.0,133,24,19079.69,2985.41,538.72
44681,7987.0,987.0,114,31,12357.58,1427.32,388.13
44682,1030.0,242.0,35,11,23495.15,3398.06,1067.96
44683,8552.0,1818.0,297,84,21258.19,3472.87,982.23
44685,27842.0,5869.0,749,134,21079.66,2690.18,481.29
44687,275.0,134.0,10,5,48727.27,3636.36,1818.18
44688,2816.0,599.0,89,17,21271.31,3160.51,603.69
44689,786.0,81.0,5,,10305.34,636.13,
44690,213.0,20.0,,,9389.67,,
44691,45048.0,9680.0,"1,773",428,21488.19,3935.8,950.1
44693,41.0,,,,,,
44695,1578.0,298.0,19,5,18884.66,1204.06,316.86
44697,204.0,40.0,11,,19607.84,5392.16,
44699,811.0,163.0,19,,20098.64,2342.79,
44702,948.0,338.0,49,7,35654.01,5168.78,738.4
44703,8081.0,1512.0,238,29,18710.56,2945.18,358.87
44704,3490.0,754.0,128,23,21604.58,3667.62,659.03
44705,19451.0,3657.0,559,99,18801.09,2873.89,508.97
44706,17413.0,3602.0,538,85,20685.69,3089.65,488.14
44707,8802.0,1781.0,268,58,20234.04,3044.76,658.94
44708,25541.0,5408.0,842,157,21173.8,3296.66,614.7
44709,19217.0,3884.0,580,100,20211.27,3018.16,520.37
44710,9557.0,1736.0,281,51,18164.7,2940.25,533.64
44714,8442.0,1734.0,236,34,20540.16,2795.55,402.75
44718,11895.0,2646.0,355,63,22244.64,2984.45,529.63
44720,38080.0,8185.0,"1,145",209,21494.22,3006.83,548.84
44721,14149.0,2945.0,395,73,20814.19,2791.72,515.94
44730,5847.0,1213.0,169,23,20745.68,2890.37,393.36
44802,951.0,200.0,32,8,21030.49,3364.88,841.22
44804,940.0,222.0,32,7,23617.02,3404.26,744.68
44805,32833.0,7523.0,"1,297",318,22912.92,3950.29,968.54
44807,2120.0,478.0,71,20,22547.17,3349.06,943.4
44809,321.0,65.0,16,,20249.22,4984.42,
44811,12667.0,3145.0,502,99,24828.29,3963.05,781.56
44813,9312.0,1804.0,290,73,19372.85,3114.26,783.93
44814,2876.0,599.0,73,8,20827.54,2538.25,278.16
44815,630.0,153.0,31,10,24285.71,4920.63,1587.3
44816,16.0,,,,,,
44817,1506.0,267.0,41,12,17729.08,2722.44,796.81
44818,2394.0,589.0,83,28,24603.17,3467.0,1169.59
44820,17522.0,4527.0,875,253,25836.09,4993.72,1443.9
44822,2749.0,629.0,91,28,22881.05,3310.29,1018.55
44824,3944.0,938.0,125,34,23782.96,3169.37,862.07
44825,102.0,21.0,,,20588.24,,
44826,1803.0,345.0,41,12,19134.78,2273.99,665.56
44827,6980.0,1665.0,300,89,23853.87,4297.99,1275.07
44828,73.0,,,,,,
44830,18690.0,4191.0,850,226,22423.76,4547.89,1209.2
44833,16558.0,4245.0,749,226,25637.15,4523.49,1364.9
44836,2330.0,576.0,108,26,24721.03,4635.19,1115.88
44837,4408.0,862.0,187,43,19555.35,4242.29,975.5
44838,261.0,56.0,7,5,21455.94,2681.99,1915.71
44839,12264.0,2891.0,428,94,23573.06,3489.89,766.47
44840,2594.0,580.0,86,20,22359.29,3315.34,771.01
44841,619.0,178.0,35,12,28756.06,5654.28,1938.61
44842,5392.0,1220.0,179,43,22626.11,3319.73,797.48
44843,2126.0,599.0,86,26,28174.98,4045.16,1222.95
44844,492.0,150.0,18,,30487.8,3658.54,
44846,3486.0,863.0,133,22,24756.17,3815.26,631.1
44847,3344.0,739.0,106,19,22099.28,3169.86,568.18
44849,2522.0,543.0,95,15,21530.53,3766.85,594.77
44850,43.0,,,,,,
44851,4679.0,1109.0,169,43,23701.65,3611.88,919.0
44853,1372.0,269.0,43,11,19606.41,3134.11,801.75
44854,1708.0,397.0,61,17,23243.56,3571.43,995.32
44855,1337.0,278.0,39,7,20792.82,2916.98,523.56
44856,263.0,,,,,,
44857,23394.0,5260.0,814,133,22484.4,3479.52,568.52
44859,2158.0,401.0,46,15,18582.02,2131.6,695.09
44861,65.0,,,,,,
44864,3718.0,632.0,87,26,16998.39,2339.97,699.3
44865,3208.0,699.0,132,41,21789.28,4114.71,1278.05
44866,1994.0,364.0,63,18,18254.76,3159.48,902.71
44867,2557.0,442.0,53,8,17285.88,2072.74,312.87
44870,39597.0,10726.0,"1,777",290,27087.91,4487.71,732.38
44874,331.0,42.0,,,12688.82,,
44875,13437.0,3392.0,528,144,25243.73,3929.45,1071.67
44878,3118.0,550.0,85,23,17639.51,2726.11,737.65
44880,2844.0,496.0,77,23,17440.23,2707.45,808.72
44882,2849.0,597.0,101,20,20954.72,3545.1,702.0
44883,28183.0,6378.0,"1,069",310,22630.66,3793.07,1099.95
44887,836.0,215.0,43,22,25717.7,5143.54,2631.58
44889,7071.0,1262.0,164,34,17847.55,2319.33,480.84
44890,11245.0,2603.0,411,93,23148.07,3654.96,827.03
44901,2627.0,182.0,14,5,6928.05,532.93,190.33
44902,4850.0,1227.0,258,69,25298.97,5319.59,1422.68
44903,23604.0,6899.0,"1,298",364,29228.1,5499.07,1542.11
44904,13542.0,3614.0,634,164,26687.34,4681.73,1211.05
44905,13719.0,3260.0,599,142,23762.66,4366.21,1035.06
44906,16849.0,4220.0,769,191,25046.0,4564.07,1133.6
44907,14885.0,3749.0,706,186,25186.43,4743.03,1249.58
45001,759.0,214.0,53,18,28194.99,6982.87,2371.54
45002,13865.0,3604.0,901,214,25993.51,6498.38,1543.45
45003,552.0,182.0,55,17,32971.01,9963.77,3079.71
45005,31371.0,8385.0,"1,814",515,26728.51,5782.41,1641.64
45011,71451.0,16157.0,"3,966",919,22612.7,5550.66,1286.2
45013,53933.0,12037.0,"2,839",741,22318.43,5263.94,1373.93
45014,43848.0,10623.0,"2,379",502,24226.87,5425.56,1144.86
45015,11714.0,2608.0,687,184,22263.96,5864.78,1570.77
45030,19125.0,5046.0,"1,129",297,26384.31,5903.27,1552.94
45032,364.0,91.0,20,10,25000.0,5494.51,2747.25
45033,249.0,52.0,10,,20883.53,4016.06,
45034,1273.0,276.0,79,23,21681.07,6205.81,1806.76
45036,38221.0,9130.0,"2,065",518,23887.39,5402.79,1355.28
45039,25142.0,6141.0,"1,529",384,24425.26,6081.46,1527.32
45040,54507.0,12027.0,"3,154",767,22065.06,5786.41,1407.16
45041,87.0,,,,,,
45042,26638.0,6202.0,"1,444",432,23282.53,5420.83,1621.74
45044,54680.0,12931.0,"3,022",816,23648.5,5526.7,1492.32
45050,8773.0,2559.0,541,121,29169.04,6166.65,1379.23
45051,174.0,59.0,27,,33908.05,15517.24,
45052,3667.0,876.0,227,63,23888.74,6190.35,1718.03
45054,2926.0,492.0,121,50,16814.76,4135.34,1708.82
45056,27957.0,5733.0,932,344,20506.49,3333.69,1230.46
45062,686.0,135.0,35,7,19679.3,5102.04,1020.41
45064,3060.0,653.0,130,41,21339.87,4248.37,1339.87
45065,4765.0,1479.0,339,104,31038.82,7114.38,2182.58
45066,24836.0,6139.0,"1,433",388,24718.15,5769.85,1562.25
45067,14970.0,3614.0,769,227,24141.62,5136.94,1516.37
45068,11402.0,2781.0,592,154,24390.46,5192.07,1350.64
45069,51117.0,11379.0,"2,797",701,22260.7,5471.76,1371.36
45070,185.0,34.0,7,,18378.38,3783.78,
45101,2287.0,545.0,150,67,23830.35,6558.81,2929.6
45102,22397.0,5905.0,"1,317",452,26365.14,5880.25,2018.13
45103,32525.0,8376.0,"2,128",709,25752.5,6542.66,2179.86
45106,12382.0,2954.0,738,290,23857.21,5960.26,2342.11
45107,9909.0,2328.0,500,189,23493.79,5045.92,1907.36
45111,324.0,74.0,23,,22839.51,7098.77,
45112,84.0,,,,,,
45113,3610.0,941.0,220,71,26066.48,6094.18,1966.76
45115,143.0,12.0,,,8391.61,,
45118,3579.0,880.0,178,78,24587.87,4973.46,2179.38
45120,2750.0,803.0,177,67,29200.0,6436.36,2436.36
45121,9245.0,2306.0,508,216,24943.21,5494.86,2336.4
45122,10511.0,2629.0,705,205,25011.89,6707.26,1950.34
45123,8736.0,2177.0,471,165,24919.87,5391.48,1888.74
45130,4028.0,823.0,179,57,20431.98,4443.89,1415.09
45131,227.0,34.0,,,14977.97,,
45132,398.0,69.0,19,10,17336.68,4773.87,2512.56
45133,23764.0,5673.0,"1,336",503,23872.24,5621.95,2116.65
45135,4705.0,1049.0,238,87,22295.43,5058.45,1849.1
45140,56933.0,13012.0,"3,374",883,22854.93,5926.26,1550.95
45142,3696.0,1011.0,223,74,27353.9,6033.55,2002.16
45144,4400.0,862.0,160,82,19590.91,3636.36,1863.64
45145,19.0,,,,,,
45146,1458.0,308.0,72,34,21124.83,4938.27,2331.96
45147,191.0,41.0,,,21465.97,,
45148,1467.0,384.0,68,22,26175.87,4635.31,1499.66
45150,32618.0,8093.0,"2,057",560,24811.45,6306.33,1716.84
45152,11656.0,3182.0,809,254,27299.25,6940.63,2179.14
45153,1804.0,387.0,90,30,21452.33,4988.91,1662.97
45154,8994.0,2369.0,590,218,26339.78,6559.93,2423.84
45155,371.0,62.0,30,16,16711.59,8086.25,4312.67
45156,73.0,,,,,,
45157,10315.0,2236.0,524,215,21677.17,5079.98,2084.34
45158,373.0,59.0,17,6,15817.69,4557.64,1608.58
45159,3773.0,787.0,208,89,20858.73,5512.85,2358.87
45160,865.0,180.0,44,18,20809.25,5086.71,2080.92
45162,2666.0,595.0,121,41,22318.08,4538.63,1537.88
45164,241.0,43.0,15,6,17842.32,6224.07,2489.63
45166,69.0,,,,,,
45167,3700.0,844.0,232,119,22810.81,6270.27,3216.22
45168,1667.0,356.0,78,29,21355.73,4679.06,1739.65
45169,4513.0,1191.0,262,110,26390.43,5805.45,2437.4
45171,5771.0,1375.0,280,111,23826.03,4851.85,1923.41
45172,191.0,32.0,6,,16753.93,3141.36,
45174,2350.0,420.0,99,19,17872.34,4212.77,808.51
45176,9434.0,2152.0,532,172,22811.11,5639.18,1823.19
45177,22385.0,5185.0,"1,321",477,23162.83,5901.27,2130.89
45202,14105.0,4041.0,876,194,28649.42,6210.56,1375.4
45203,2429.0,492.0,111,18,20255.25,4569.78,741.05
45204,5773.0,1143.0,239,51,19799.06,4139.96,883.42
45205,18533.0,3741.0,822,175,20185.61,4435.33,944.26
45206,10825.0,2152.0,493,107,19879.91,4554.27,988.45
45207,7133.0,1573.0,320,76,22052.43,4486.19,1065.47
45208,18503.0,3436.0,849,202,18569.96,4588.45,1091.71
45209,11082.0,2428.0,555,141,21909.4,5008.12,1272.33
45211,37201.0,8684.0,"1,915",377,23343.46,5147.71,1013.41
45212,22529.0,4681.0,"1,103",267,20777.66,4895.91,1185.14
45213,12574.0,2467.0,572,132,19619.85,4549.07,1049.79
45214,7791.0,1610.0,344,63,20664.87,4415.35,808.63
45215,30814.0,6593.0,"1,551",357,21396.12,5033.43,1158.56
45216,8925.0,1920.0,440,92,21512.61,4929.97,1030.81
45217,7232.0,1358.0,303,63,18777.65,4189.71,871.13
45218,3915.0,824.0,187,55,21047.25,4776.5,1404.85
45219,18029.0,3117.0,678,172,17288.81,3760.61,954.02
45220,13838.0,2438.0,679,133,17618.15,4906.78,961.12
45223,11982.0,2511.0,573,114,20956.43,4782.17,951.43
45224,21402.0,4225.0,856,178,19741.15,3999.63,831.7
45225,9418.0,1627.0,334,59,17275.43,3546.4,626.46
45226,5346.0,1203.0,260,56,22502.81,4863.45,1047.51
45227,18391.0,3865.0,934,229,21015.71,5078.57,1245.17
45229,13090.0,2586.0,619,119,19755.54,4728.8,909.09
45230,27778.0,5787.0,"1,510",396,20833.03,5435.96,1425.59
45231,40071.0,9981.0,"2,115",442,24908.29,5278.13,1103.04
45232,6849.0,1367.0,281,48,19959.12,4102.79,700.83
45233,16025.0,3842.0,889,209,23975.04,5547.58,1304.21
45236,24486.0,5111.0,"1,317",294,20873.15,5378.58,1200.69
45237,20193.0,4397.0,958,196,21774.87,4744.22,970.63
45238,45614.0,11110.0,"2,539",536,24356.56,5566.27,1175.08
45239,29809.0,6662.0,"1,393",343,22348.96,4673.09,1150.66
45240,27161.0,6751.0,"1,312",283,24855.49,4830.46,1041.94
45241,24366.0,4913.0,"1,289",338,20163.34,5290.16,1387.18
45242,22625.0,4717.0,"1,290",348,20848.62,5701.66,1538.12
45243,15075.0,3188.0,864,187,21147.6,5731.34,1240.46
45244,28602.0,6187.0,"1,525",414,21631.35,5331.79,1447.45
45245,20800.0,4680.0,"1,082",356,22500.0,5201.92,1711.54
45246,14206.0,3086.0,689,141,21723.22,4850.06,992.54
45247,22544.0,5324.0,"1,191",252,23616.04,5283.0,1117.81
45248,25324.0,6061.0,"1,545",355,23933.82,6100.93,1401.83
45249,13156.0,2587.0,737,191,19664.03,5602.01,1451.81
45251,22502.0,5310.0,"1,191",240,23597.9,5292.86,1066.57
45252,4336.0,978.0,228,45,22555.35,5258.3,1037.82
45255,21767.0,4496.0,"1,098",310,20655.12,5044.33,1424.17
45301,130.0,56.0,13,6,43076.92,10000.0,4615.38
45302,4172.0,884.0,180,56,21188.88,4314.48,1342.28
45303,2724.0,534.0,98,32,19603.52,3597.65,1174.74
45304,7084.0,1640.0,311,105,23150.76,4390.18,1482.21
45305,11161.0,2505.0,579,165,22444.23,5187.71,1478.36
45306,2370.0,422.0,84,26,17805.91,3544.3,1097.05
45307,330.0,57.0,,,17272.73,,
45308,4139.0,899.0,173,51,21720.22,4179.75,1232.18
45309,12439.0,2644.0,532,157,21255.73,4276.87,1262.16
45310,270.0,52.0,8,,19259.26,2962.96,
45311,6197.0,1221.0,249,83,19703.08,4018.07,1339.36
45312,1277.0,318.0,63,23,24902.11,4933.44,1801.1
45314,6010.0,1719.0,289,130,28602.33,4808.65,2163.06
45315,4066.0,1084.0,229,70,26660.11,5632.07,1721.59
45316,108.0,12.0,,,11111.11,,
45317,1226.0,212.0,44,22,17292.01,3588.91,1794.45
45318,5638.0,1101.0,215,73,19528.2,3813.41,1294.79
